Bernard Corrigan,1256,,
Bertha Supple,92,,
Bertha Supple,221,,
Bertha Supple,635,,
Bertha Supple,88,96,
Bidder,3092,3122,
Biddy the Clap,4438,4465,
Biddy the Clap,4635,4642,
Billy Prescott,1058,,
Billy Prescott,1342,,
Bishop of Lystra,837,,
Black Rod,1437,1565,
Blacksmith,1455,1565,
Blackwood Price,340,,
Blazes Boylan,281,,
Blazes Boylan,312,,
Blazes Boylan,408,,
Blazes Boylan,529,,
Blazes Boylan,190,,
Blazes Boylan,192,199,
Blazes Boylan,102,,
Blazes Boylan,589,,
Blazes Boylan,787,,
Blazes Boylan,807,,
Blazes Boylan,1168,1175,
Blazes Boylan,217,236,
Blazes Boylan,300,314,
Blazes Boylan,394,396,
Blazes Boylan,486,,
Blazes Boylan,984,985,
Blazes Boylan,1240,1246,
Blazes Boylan,15,,
Blazes Boylan,16,,
Blazes Boylan,18,,
Blazes Boylan,19,,
Blazes Boylan,24,,
Blazes Boylan,38,,
Blazes Boylan,50,,
Blazes Boylan,234,,
Blazes Boylan,289,,
Blazes Boylan,302,,
Blazes Boylan,330,340,
Blazes Boylan,344,351,
Blazes Boylan,360,434,
Blazes Boylan,457,458,
Blazes Boylan,524,527,
Blazes Boylan,640,,
Blazes Boylan,687,,
Blazes Boylan,761,766,
Blazes Boylan,812,,
Blazes Boylan,878,885,
Blazes Boylan,907,908,
Blazes Boylan,951,953,
Blazes Boylan,977,978,
Blazes Boylan,986,989,
Blazes Boylan,1047,1048,
Blazes Boylan,943,,
Blazes Boylan,988,,
Blazes Boylan,1222,,
Blazes Boylan,841,,
Blazes Boylan,942,,
Blazes Boylan,1098,,
Blazes Boylan,1276,,
Blazes Boylan,171,,*
Blazes Boylan,3137,,
Blazes Boylan,3728,3829,
Blazes Boylan,4147,,
Blazes Boylan,199,,
Blazes Boylan,234,,
Blazes Boylan,2124,,
Blazes Boylan,2141,,
Blazes Boylan,78,,
Blazes Boylan,122,,
Blazes Boylan,143,,
Blazes Boylan,170,,
Blazes Boylan,246,,
Blazes Boylan,332,,
Blazes Boylan,352,,
Blazes Boylan,403,,
Blazes Boylan,535,,
Blazes Boylan,584,,
Blazes Boylan,731,,
Blazes Boylan,846,,
Blazes Boylan,895,,
Blazes Boylan,949,,
Blazes Boylan,1008,,
Blazes Boylan,1106,,
Blazes Boylan,1123,,
Blazes Boylan,1254,,
Blazes Boylan,1262,,
Blazes Boylan,1366,,
Blazes Boylan,1368,,
Blazes Boylan's father,124,,
Blazes Boylan's father,403,,
Blazes Boylan's sister 1,250,,
Blazes Boylan's sister 2,250,,
Blind stripling,1075,1139,
Blind stripling,1105,1120,
Blind stripling,1270,1271,
Blind stripling,11,,
Blind stripling,12,,
Blind stripling,50,,
Blind stripling,277,,
Blind stripling,933,1233,
Blind stripling,1234,1236,
Blind stripling,1273,1273,
Blind Stripling,1281,1283,
Blind stripling,1600,1618,
Blind stripling,3045,3047,
Bloodhounds,4328,4368,
Bloom's Bee,1143,,
Bloom's Bee,130,,
Bloom's bee,1449,,
Bloom's bee,953,,
Bloom's bodyguard,1568,1618,
Bloom's Boys,1447,1565,
Bloom's Button,3439,3441,
Bloom's Cat,15,51,
Bloom's Cat,275,298,
Bloom's Cat,390,469,
Bloom's Cat,1023,,
Bloom's Cat,1134,,
Bloom's cat,888,,
Bloom's cat,1035,,
Bloom's cat,934,,
Bloom's cat,1121,,
Bloom's cat,1310,,
Bluecoat schoolboy,1535,1565,
Blueeyed Bert,3003,,
Blum Pasha,721,,
Blumenfeld,688,,
Boatman,669,674,
Boatman,266,,
Boatman,955,,
Bob Doran,107,,
Bob Doran,595,599,
Bob Doran,984,985,
Bob Doran,250,800,
Bob Doran,1229,,
Bob Doran,689,695,
Bob Reynolds,257,,
"Bobs, dowager duchess of Manorhamilton",3005,,
Bobsy Purefoy,1331,1343,
Bobsy Purefoy,164,,
Boody Dedalus,233,234,
Boody Dedalus,258,263,
Boody Dedalus,266,280,
Boody Dedalus,283,293,
Boody Dedalus,274,,
Boody Dedalus,344,,
Bookseller of Sweets of Sin,4354,4368,
"Bootblack, at the General Post Office",2141,,
Boy Jones,1534,,
"Boy, by Brady's cottages",5,10,
"Boy, Italian",1015,,
Boylan,130,,
"Boys and girls, ragged",1602,1618,
"Boys, from high school",1404,1565,
"Boys, on Marrowbone corner",1384,,
Bracelets,4083,4086,
Braime,1285,,
Bridgeman,773,,
Bridie Kelly,54,,
Bridie Kelly,1252,1267,
Bridie Kelly,1289,,
Bridie Kelly,1067,,
Bridie Kelly,362,367,
Bridie Kelly,704,726,
Bridie Kelly,931,,
Brother Buzz,1837,1956,
Brother Michael,136,,
Brother of Peggy Griffin,766,,
Brother William Swan,4,,
Brunny Lyman,40,55,
Buck Mulligan,1,602,
Buck Mulligan,678,734,
Buck Mulligan,255,,
Buck Mulligan,112,,
Buck Mulligan,446,,
Buck Mulligan,49,,
Buck Mulligan,583,,
Buck Mulligan,41,,
Buck Mulligan,305,,
Buck Mulligan,369,,
Buck Mulligan,482,1225,
Buck Mulligan,1043,1062,
Buck Mulligan,1065,1095,
Buck Mulligan,1224,1226,
Buck Mulligan,154,,
Buck Mulligan,177,,
Buck Mulligan,542,,
Buck Mulligan,1728,,
Buck Mulligan,196,,
Buck Mulligan,493,504,
Buck Mulligan,651,1309,
Buck Mulligan,1344,1401,
Buck Mulligan,1407,1571,
Buck Mulligan,1774,1832,
Buck Mulligan,2238,2276,
Buck Mulligan,4166,4180,
Buck Mulligan,97,,
Buck Mulligan,264,,
Buck Mulligan,287,,
Buck Mulligan,1869,,
Buck Mulligan,1316,,
Buck Mulligan,926,,
Buck Mulligan's Aunt,88,,
Buck Mulligan's Aunt,139,,
Buck Mulligan's Aunt,200,,
Buck Mulligan's Aunt,66,,
Buck Mulligan's Aunt,553,,
Buck Mulligan's Aunt,1487,,
Buckles,2006,2009,
Budgy Purefoy,1330,1343,
Budgy Purefoy,164,,
Buglers,1440,1565,
Burgesses,1376,1397,
Burns,517,,
Businessman,669,674,
C. Adderly,1258,1260,
C. Scaife,1258,1260,
C.P. M'Coy,454,,
C.P. M'Coy,82,177,
C.P. M'Coy,320,,
C.P. M'Coy,114,,
C.P. M'Coy,882,,
C.P. M'Coy,569,,
C.P. M'Coy,373,374,
C.P. M'Coy,465,469,
C.P. M'Coy,476,514,
C.P. M'Coy,517,533,
C.P. M'Coy,536,541,
C.P. M'Coy,1204,1205,
C.P. M'Coy,972,,
C.P. M'Coy,788,,
C.P. M'Coy,1142,1276,
C.P. M'Coy,4346,4368,
C.P. M'Coy,1260,,
C.P. M'Coy,1267,,
Cabhorses,210,220,
Cairns,584,,
Callan,158,,
Callan,857,,
Callan,1007,,
Caller,9,13,
Camel,313,353,
Canon O'Hanlon,448,465,
Canon O'Hanlon,491,499,
Canon O'Hanlon,552,556,
Canon O'Hanlon,572,574,
Canon O'Hanlon,621,623,
Canon O'Hanlon,674,677,
Canon O'Hanlon,1124,,
Canon O'Hanlon,1292,1295,
Canon O'Hanlon,1128,1135,
Cap,2095,2121,
Captain Buller,560,,
Captain Dalton,462,,
Captain Grove,623,,
Captain Grove,644,,
Captain Grove,690,,
Captain Grove,1582,,
Captain John Lever,968,,
Captain John Lever,1076,,
Captain Julius Haynau (Herr Hauptmann),869,,
Captain Marshall,1243,,
Captain Rubio,857,,
Captain Slogger Dennehy,1063,,
Cardinal Michael Logue,1420,1565,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,295,317,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,1115,,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,919,920,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,1102,1120,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,1260,1263,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,1124,,
Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell,2308,,
Cattle,385,399,
Cattle Driver,390,399,
Cavaliers,4063,4086,
Cecil Hicks,424,,
Centaur,1064,,
Ceylon,3979,3994,
"Chap, in the dresscircle",1059,,
"Chap, tall and old with earrings",976,,
Chapel of Freeman typesetters,1531,1565,
Charles A. James,577,,
Charles Alberta Marsh,3084,,
Charles Alberta Marsh,3099,3122,
Charles Hengler,349,,
Charles Manners,527,,
Charles Stewart Parnell,4684,4722,
Charles Stewart Parnell,1495,,
Charles Stewart Parnell,507,,
Charles Stewart Parnell,1649,,
Charles Wyndham,793,,
Charley Kavanagh,506,,
Charley MacDowell,317,,
Charley Purefoy,1329,1343,
Charley Purefoy,164,,
Chemist,471,516,
Chief Rabbi,1423,1565,
"Child, bandy",33,38,
"Child, dead",321,330,
"Child, dead",506,,
"Child, near timberyard",232,240,
"Child, scrofulous",41,41,
"Child, wailing",38,39,
Children,14,38,
Chimes,1362,1364,
Chimney Sweep,2,5,
Choir,1953,1956,
Choir,4162,4180,
Chris Callinan,690,,
Chris Callinan,555,,
Chris Callinan,1655,1751,
Chris Callinan,4341,4368,
Chris Callinan,2137,,
Christian brother,1,6,
Christian Brother boys,75,77,
Christina Goulding,539,,
Christopher Friery,1070,,
Chrysostomos,1821,1832,
Circe Dog,100,101,*
Circe Dog,247,247,
Circe Dog,356,362,*
Circe Dog,532,706,*
Circe Dog,659,,*
Circe Dog,690,,*
Circe Dog,693,,*
Circe Dog,3644,,
Circe Dog,4360,4368,
Circe Dog,4722,4819,
Circe Dog,4945,4946,
Circe Dog/Garryowen,663,,*
Cissy Caffrey,9,756,
Cissy Caffrey,898,,
Cissy Caffrey,41,72,
Cissy Caffrey,3995,4003,
Cissy Caffrey,4374,4791,
City magnates,1376,1397,
Clerk at the Irish Times,325,,
Clive Kempthorpe,165,,
"Clown, at Hengler's Circus",976,,
Coalman,712,,
Cochrane,2,122,
Cock of the North,3980,3994,
Coleman,158,,
Coleman,857,,
Coleman,1007,,
Colonel Baxter Hayes,4356,4368,
Colonel N.T. Everard,996,,
Comyn,20,122,
Conny Connolly,1052,,
Constable 14 A,1493,,
Constable 65 C,4336,4368,
Constable 66 C,4336,4368,
"Constable on beat, 57C",98,99,
"Constable on beat, 57C",217,221,
"Constable on beat, 57C",224,226,
"Constable, off Eccles street corner",4359,4368,
"Constable, Off-Duty",177,179,
Cook,591,,
Copula Felix,1504,1565,
Corny Kelleher,12,,
Corny Kelleher,92,,
Corny Kelleher,411,,
Corny Kelleher,504,918,
Corny Kelleher,441,,
Corny Kelleher,97,97,
Corny Kelleher,207,212,
Corny Kelleher,215,221,
Corny Kelleher,224,226,
Corny Kelleher,362,,
Corny Kelleher,1034,,
Corny Kelleher,1081,1083,
Corny Kelleher,1169,,
Corny Kelleher,4144,,
Corny Kelleher,4321,4323,
Corny Kelleher,4805,4920,
Corny Kelleher,70,,
Corny Kelleher,1254,,
Corny Kelleher,1260,,
Councillor Abraham Lyon,971,972,
Councillor Nannetti,3385,3390,
Councillor Nannetti,4337,4368,
Crab,1182,,
Crab,1872,1956,
"Crab, green",4220,4223,
Craig,2934,,
Cranly,159,,
Cranly,307,,
Cranly,21,,
Cranly,136,,
Cranly,978,,
"Criminal, in Lloyd's Weekly",992,,
"Cripples, elderly male and female",1614,1618,
Crissie Goulding,87,,
Crissie Goulding,52,,
Croesus,3004,,
Crofton,247,,
Crofton,1589,1918,
Crofton,1678,1751,
Crofton,4350,4368,
Crone,29,38,
Croppy Boy,4531,4553,
Crotthers,141,492,
Crotthers,504,1309,
Crotthers,1344,1401,
Crotthers,1407,1571,
Crotthers,1792,1832,
Crotthers,2238,2276,
Crotthers,97,,
Crowd,3956,3994,
"Crowd, in Nighttown",4755,4819,
Cuck Cohen,3208,,
Cunty Kate,4440,4465,
Cunty Kate,4633,4642,
Cuprani,99,,
Curran,256,,
Cyclists,178,181,
D. and T. Fitzgerald,304,,
D.B. Murphy,337,956,
D.B. Murphy,969,1703,
D.B. Murphy,1727,,
D.B. Murphy's audience,660,924,
D.B. Murphy's audience,957,1703,
D.G. Baird,53,,
D.J. Murphy,2258,,
Dan Bergin,24,,
Dan Dawson,151,,
Dan Dawson,243,,
Dan Dawson,538,,
Dan Dawson,4351,4368,
Dan Dawson's Daughter,340,,
Dan Kelly,861,,
Dancer Moses,572,,
Dancer Moses' poodle,573,,
Dancer with ruby,808,,
Daniel Boylan,998,,
Daniel Magrane,1641,,
Daniel Mahony,74,,
Daniel O'Connell,269,,
Daniel O'Connell,4683,4722,
Daniel Tallon,444,,
Danny Murphy,657,,
Dark mercury,748,750,
Daughters of Erin,1940,1956,
David Cohen,1213,,
David Cohen,1498,,
David Drimmie,845,,
David Drimmie,1113,,
David Drimmie,1223,,
David Kellet,2806,,
David Sheehy,515,,
David Sheehy,22,,
Davy Byrne,757,1029,
Davy Byrne,867,,
Davy Byrne,1696,1751,
Davy Byrne,4348,4368,
Davy Byrne,330,,
Davy Stephens,28,30,
Davy Stephens,1122,1127,
De Wet,1305,,
"Dead, at the burning of Dublin",4665,4722,
Deadhand,1870,1956,
"Denis ""Peter"" Carey",380,,
Denis Breen,226,,
Denis Breen,306,319,
Denis Breen,778,780,
Denis Breen,1233,1236,
Denis Breen,246,271,
Denis Breen,1031,,
Denis Breen,1080,1083,
Denis Breen,1238,,
Denis Breen,479,485,
Denis Breen,4345,4368,
Denis Breen,218,,
Denis Breen,1255,,
Denis J. Maginni,98,,
Denis J. Maginni,56,60,
Denis J. Maginni,599,600,
Denis J. Maginni,1239,1240,
Denis J. Maginni,4032,4133,
Deputy Garter,1437,1565,
Dick Adams,679,,
Dick Tivy,563,,
Dillon's lacquey,281,282,
Dillon's lacquey,3094,3122,
Dillon's lacquey,4140,,
Dilly Dedalus,28,43,
Dilly Dedalus,288,,
Dilly Dedalus,645,650,
Dilly Dedalus,654,672,
Dilly Dedalus,675,,
Dilly Dedalus,711,712,
Dilly Dedalus,854,880,
Dilly Dedalus,1226,1229,
Dilly Dedalus,4147,4154,
Dilly Dedalus,4202,,
Dilly Dedalus,270,,
Dilly Dedalus,1182,,
Dilly Dedalus,146,,
Doctor Dick,650,,
Dog Carcass,286,505,
"Dog, with lame paw",1607,,
"Dogs, ownerless",1903,1956,
Dolly Gray,4417,4421,
Don Emile Patrizio Franz Rupert Pope Hennessy,4506,4509,
Don Miguel de la Flora,773,,
Donald Turnbull,3326,3336,
Donald Turnbull,48,,
Doorhandle,2692,,
Dove Campbell,2189,,
Dr. Austin Meldon,729,,
Dr. Bob Kenny,826,,
Dr. Eustace,1776,,
Dr. Finucane,1210,,
Dr. Francis Brady,4369,4368,
Dr. Francis Brady,2140,,
Dr. Francis Brady,576,,
Dr. Horne,282,,
Dr. Hy Franks,97,,
Dr. Hy Franks,2633,,
Dr. John S. M'Ardle,514,,
Dr. Joseph Collins,1153,,
Dr. Joseph Dixon,429,,
Dr. Joseph Dixon,125,492,
Dr. Joseph Dixon,504,835,
Dr. Joseph Dixon,1310,1343,
Dr. Joseph Dixon,1400,1406,
Dr. Joseph Dixon,1407,1571,
Dr. Joseph Dixon,1797,1832,
Dr. Joseph Dixon,2238,2276,
Dr. Joseph Dixon,97,,
Dr. Joseph Dixon,926,,
Dr. Murren,942,,
Dr. Murren,397,,
Dr. O'Gargle,810,,
Dr. O'Hare,961,,
Dr. O'Hare,94,,
Dr. William Alexander,1422,1565,
Drive of fourwheeler,26,30,
"Driver of horse, dragging sweeper",1771,1894,
Drowned Man,675,,
Drowned Man,322,,
Drowned Man,470,,
Drowned Man,170,,
"Drunkards, at the burning of Dublin",4664,4722,
Dublin fusilier,1298,,
Dublin Metropolitan Fire Brigade,1569,1571,
Dublin Metropolitan Fire Brigade,165,172,
Dublin Metropolitan Fire Brigade,1418,1565,
Dublin Metropolitan Fire Brigade,1924,1956,
Dublin Tramway Timekeeper,6,13,
Dudley White,1185,1190,
Duke of Beaufort,3979,,
Duke of Westminster,3977,,
Dunbar Plunket Barton,445,,
Dwarves,3978,3994,
E. Connery,967,,
Earl Cadogan,1663,,
Earl marshal,1438,1565,
Echo,3313,3338,
Edith,36,,
Edward Langtry,485,,
Edward Lee,517,,
Edward Neary,744,,
"Edward VII, Prince of Wales",486,,
"Edward VII, the Duke of Cornwall",1202,,
Edy Boardman,9,756,
Edy Boardman,935,,
Edy Boardman,88,96,
Elderly Man,687,692,
Elector,1371,1397,
Elijah,2183,2276,
"Elizabeth Mary Margaret Plunkett, Countess of Fingall",1808,,
Ellen Bloom,1048,,
Ellen Bloom,282,292,
Ellen Bloom,905,,
Ellen Bloom,536,,
Ellen Bloom,1795,,
Ellen Bloom,1884,,
Ellen Bloom,1062,,
Elsa Potter,879,,
Emily Parnell/Dickinson,513,,
Ephraim Marks,577,,
Ernest Longworth,302,,
Ernest Longworth,1141,,
Esther Osvalt,449,,
Ethel,36,,
Eugen Sandow,234,,
Eugen Sandow,513,,
Eugen Sandow,1396,,
Eugene Stratton,141,,
Eugene Stratton,1273,,
Eugene Stratton,410,,
F. Alexander,1278,,
F. Leonard,203,,
F. Stevenson,1258,1260,
F. W. Sweny,463,,
F. W. Sweny,340,356,
F. W. Sweny,333,,
"Faces, mute inhuman",3044,3047,
Fanny Higgins,537,,
Fanny Moody,527,,
"Farmer, at Royal Dublin Society's Horse Show",2135,,
"Farmer, at the Royal Dublin Society's Horse Show",999,,
Father Bernard Corrigan,2135,,
Father Bernard Corrigan,107,,
Father Bernard Vaughan,398,,
Father Bernard Vaughn,24,,
Father Bob Cowley,180,,
Father Bob Cowley,740,741,
Father Bob Cowley,882,918,
Father Bob Cowley,921,927,
Father Bob Cowley,932,954,
Father Bob Cowley,20,,
Father Bob Cowley,21,,
Father Bob Cowley,39,,
Father Bob Cowley,42,,
Father Bob Cowley,44,,
Father Bob Cowley,46,,
Father Bob Cowley,51,,
Father Bob Cowley,56,57,
Father Bob Cowley,353,359,
Father Bob Cowley,435,526,
Father Bob Cowley,528,,
Father Bob Cowley,767,877,
Father Bob Cowley,886,950,
Father Bob Cowley,954,976,
Father Bob Cowley,979,985,
Father Bob Cowley,990,1046,
Father Bob Cowley,1049,1137,
Father Bob Cowley,1147,1179,
Father Bob Cowley,1204,1223,
Father Bob Cowley,1269,1272,
Father Bob Cowley,1276,1283,
Father Bob Cowley,4350,4368,
Father Butt,145,,
Father Charles,1838,1956,
Father Coffey,590,918,
Father Coffey,1237,1276,
Father Conmee,816,,
Father Conroy,1173,,
Father Conroy,448,465,
Father Conroy,490,499,
Father Conroy,552,556,
Father Conroy,572,574,
Father Conroy,621,623,
Father Conroy,674,677,
Father Conroy,1127,,
Father Conroy,1293,1295,
Father Conroy,1129,1135,
Father Dolan,3668,3676,
Father Farley,332,,
Father Farley,1711,1751,
Father Hughes,281,324,
Father Hughes,448,465,
Father Hughes,490,499,
Father Hughes,371,380,
Father Hughes,572,574,
Father Hughes,621,623,
Father Hughes,674,677,
Father Hughes,1293,1295,
Father Hughes,1130,1135,
Father John Conmee,211,,
Father John Conmee,1,55,
Father John Conmee,61,109,
Father John Conmee,213,214,
Father John Conmee,264,265,
Father John Conmee,842,843,
Father John Conmee,1111,,
Father John Conmee,1154,,
Father John Conmee,3673,3676,
Father John Conmee,4141,,
Father John Conmee,790,,
Father O'Flynn,713,,
Father O'Flynn,1727,,
Father O'Flynn | Malachi Mulligan,4693,4722,
Father Patrick Dineen,967,,
Father Patrick Dineen,1117,1122,
Father Richard Campbell,112,,
Father Sebastian of Mount Argus,2140,,
Fawcett,158,,
"Fellow, opposite in Gibraltar",921,,
"Fellows, in cloaks",1591,,
"Fellows, outside North Star Hotel",27,30,
Female Infant,1875,1956,
"Female, elderly",625,631,
"Female, elderly with false teeth",472,475,
"Female, elderly with false teeth",1192,1195,
Feminist,1465,1565,
First Watch,674,1276,
First Watch,4771,4856,
Floey Dillon,1013,,
Floey Dillon,1107,,
Floey Dillon,1368,1378,
Floey Dillon,185,,
Floey Dillon,720,,
Floey Dillon,1153,,
Floey Dillon's husband,721,,
Florence MacCabe,29,40,
Florence MacCabe,948,,
Florence McCabe,818,820,
Florence McCabe,1274,1277,
Florry Talbot,2055,4273,
Florry Talbot,2232,,*
Florry Talbot,4292,4323,
Flybill,2631,2639,
Flynn,844,,
Fogarty,454,,
Form sprawled against the dustbin,26,38,
Fox,1762,,
Fox,1323,,
"Fox, stout",3951,3973,
Francis Dennehy,627,,
Francis Froedman,93,,
Francis Wade,1641,,
Frank O'Hara,1175,,
Fred Ryan,256,,
Freddy Dignam,539,,
Freddy Dignam,318,,
Freddy Dignam,3845,3853,
Freddy Dignam,1280,,
Freddy Mayer,1293,,
Frederick Albert Purefoy,1329,1343,
Freemen,1376,1397,
Fresh Nelly,1187,,
G. Clifton Binghamton,1308,,
G.N. Morphy,1258,1260,
Gabriel Conroy,307,,
Gabriel Conroy,1126,,
Gaffer,580,597,
Gardner,2935,,
Garret Deasy,2497,,
Garrett Deasy,131,,
Garrett Deasy,186,427,
Garrett Deasy,432,449,
Garrett Deasy,19,,
Garrett Deasy,520,,
Garrett Deasy,530,,
Garrett Deasy,3981,3994,
Garrett Deasy,158,,
Garrett Deasy,1271,,
Garryowen,120,1561,
Garryowen,1573,1918,
Garryowen,233,,
Garryowen,4339,4368,
Garryowen,4630,,
Garryowen,1790,,
Gasjet,2278,,
Gasjet,4246,4247,
Gavin Low,572,,
Gavin Low,491,,
Gazelles,1324,1341,
General Charles Gordon,691,,
General Hubert de la Poer Gough,794,,
General Hugh Gough,794,,
Gentleman with glasses,122,127,
"Gentleman, of fashion",1113,,
"Gentleman, of Hanaper and Petty Bag Office:",3085,,
"Gentleman, unknown, in Gaiety Theatre",2138,,
"Gentlemen, in the first class carriage",362,,
George Fottrell,1872,,
George Fottrell,895,1276,
George Jackson,424,,
George Lidwell,33,,
George Lidwell,34,35,
George Lidwell,37,,
George Lidwell,38,,
George Lidwell,56,57,
